location,size,total_sqft,bath,price,bhk,Price_Per_sqft
Hosur Road,4 Bedroom,2000.0,4.0,130.0,4,6500.0
Electronic City Phase II,2 BHK,1244.0,2.0,55.0,2,4421.221864951768
Konena Agrahara,2 BHK,1000.0,2.0,50.0,2,5000.0
Vignana Nagar,2 BHK,1000.0,2.0,35.0,2,3500.0
Hebbal,4 BHK,2630.0,5.0,188.0,4,7148.28897338403
Hebbal,4 BHK,2790.0,5.0,198.0,4,7096.774193548387
Seegehalli,3 BHK,1683.0,3.0,80.0,3,4753.416518122401
Yelahanka,2 BHK,1250.0,2.0,54.0,2,4320.0
Hennur Road,3 BHK,1305.0,2.0,110.0,3,8429.11877394636
Kaggalipura,3 BHK,1150.0,2.0,57.5,3,5000.0
Kaggadasapura,3 BHK,1654.0,3.0,70.0,3,4232.1644498186215
Munivenkatppa Layout,4 BHK,4500.0,3.0,225.0,4,5000.0
Kadugodi,3 BHK,1890.0,4.0,125.0,3,6613.756613756614
Chandapura,2 BHK,750.0,1.0,18.5,2,2466.6666666666665
7th Phase JP Nagar,3 BHK,1680.0,3.0,130.0,3,7738.0952380952385
Sarjapur  Road,3 BHK,1700.0,3.0,93.5,3,5500.0
Thanisandra,3 BHK,1595.0,3.0,105.0,3,6583.0721003134795
Koramangala,3 BHK,1866.0,4.0,245.0,3,13129.689174705252
Hebbal,3 BHK,3895.0,3.0,390.0,3,10012.836970474968
Dasanapura,2 BHK,545.0,2.0,22.34,2,4099.082568807339
Whitefield,2 BHK,1185.0,2.0,56.0,2,4725.738396624472
Haralur Road,3 BHK,1730.0,3.0,95.0,3,5491.329479768786
Hennur Road,3 BHK,1450.0,3.0,88.6,3,6110.3448275862065
Sarjapur  Road,3 BHK,1862.0,4.0,110.0,3,5907.626208378088
Sarjapur  Road,4 Bedroom,4000.0,5.0,578.0,4,14450.0
Old Madras Road,3 BHK,2430.0,5.0,180.0,3,7407.407407407408
Hoodi,1 BHK,863.0,1.0,40.55,1,4698.725376593278
B Narayanapura,2 BHK,1075.0,2.0,50.0,2,4651.162790697675
Kodichikkanahalli,2 BHK,1060.0,2.0,34.0,2,3207.5471698113206
P&T Layout,2 BHK,935.0,2.0,45.9,2,4909.090909090909
Bannerghatta Road,3 BHK,1725.0,3.0,85.0,3,4927.536231884058
Brookefield,3 BHK,1750.0,2.0,75.0,3,4285.714285714285
Koramangala,3 BHK,1745.0,3.0,98.0,3,5616.045845272206
Uttarahalli,3 BHK,1270.0,2.0,55.25,3,4350.393700787402
Iblur Village,5 BHK,5384.0,5.0,420.0,5,7800.891530460624
Sahakara Nagar,2 BHK,1180.0,2.0,72.0,2,6101.6949152542375
Shanti Nagar,2 BHK,1130.0,2.0,75.0,2,6637.168141592921
Ardendale,3 BHK,1723.0,3.0,95.0,3,5513.6390017411495
Mysore Road,2 BHK,1175.0,2.0,70.5,2,6000.0
Ambalipura,3 BHK,1607.0,2.0,112.0,3,6969.508400746733
Varanasi,2 BHK,1334.0,2.0,62.0,2,4647.67616191904
9th Phase JP Nagar,3 BHK,1300.0,2.0,58.0,3,4461.538461538462
Jakkur,4 BHK,5150.0,4.0,559.0,4,10854.368932038835
Panathur,2 BHK,1398.0,2.0,97.0,2,6938.483547925608
 Devarachikkanahalli,2 BHK,1116.0,2.0,47.0,2,4211.469534050179
Babusapalaya,2 BHK,1061.0,2.0,33.84,2,3189.4439208294066
Yelahanka,2 BHK,1270.0,2.0,57.0,2,4488.188976377953
Iblur Village,4 BHK,3596.0,5.0,297.0,4,8259.176863181312
Amruthahalli,2 BHK,1202.0,2.0,65.0,2,5407.65391014975
Electronic City,3 BHK,1360.0,2.0,70.0,3,5147.058823529412
Hennur Road,2 BHK,1155.0,2.0,69.18,2,5989.6103896103905
Hosakerehalli,3 BHK,2378.0,3.0,310.0,3,13036.164844407065
Hulimavu,2 BHK,1011.0,2.0,38.0,2,3758.6547972304647
HSR Layout,2 BHK,1203.0,2.0,72.0,2,5985.037406483791
Hebbal,3 BHK,1645.0,3.0,113.0,3,6869.300911854103
Horamavu Agara,3 BHK,1364.0,2.0,50.0,3,3665.689149560117
Jigani,3 BHK,1252.0,3.0,70.0,3,5591.054313099042
Uttarahalli,3 BHK,1270.0,2.0,55.25,3,4350.393700787402
Sahakara Nagar,2 BHK,1032.0,2.0,45.0,2,4360.46511627907
Sector 2 HSR Layout,3 BHK,1515.0,2.0,69.0,3,4554.455445544554
Akshaya Vana,2 BHK,1427.0,2.0,52.0,2,3644.008409250175
Bannerghatta Road,3 BHK,1460.0,2.0,80.0,3,5479.45205479452
Sarjapur  Road,3 BHK,2275.0,4.0,175.0,3,7692.307692307692
9th Phase JP Nagar,3 BHK,1522.0,3.0,90.0,3,5913.272010512484
Thanisandra,2 BHK,1185.0,2.0,42.67,2,3600.84388185654
Banashankari,3 BHK,1800.0,3.0,125.0,3,6944.444444444444
Gollahalli,2 BHK,1050.0,2.0,48.0,2,4571.428571428572
Subramanyapura,2 BHK,929.0,2.0,49.0,2,5274.48869752422
Whitefield,3 BHK,1530.0,3.0,75.0,3,4901.9607843137255
Sathya Sai Layout,4 BHK,4041.0,4.0,345.0,4,8537.490720118782
Electronic City,1 BHK,635.0,1.0,28.0,1,4409.4488188976375
Whitefield,2 BHK,1015.0,2.0,45.0,2,4433.4975369458125
Hebbal,2 BHK,1175.0,2.0,54.05,2,4600.0
Ejipura,2 BHK,1210.0,2.0,75.0,2,6198.347107438017
Attibele,3 Bedroom,1000.0,3.0,90.0,3,9000.0
Electronic City,4 Bedroom,1800.0,3.0,190.0,4,10555.555555555555
Thanisandra,2 BHK,1185.0,2.0,43.66,2,3684.3881856540083
Basavangudi,3 BHK,1600.0,3.0,130.0,3,8125.0
Yelahanka,2 BHK,1300.0,2.0,69.23,2,5325.384615384615
Kasavanhalli,2 BHK,1100.0,2.0,68.0,2,6181.818181818182
Ambalipura,2 BHK,860.0,2.0,28.93,2,3363.953488372093
Akshaya Nagar,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
Whitefield,2 BHK,1187.0,2.0,38.0,2,3201.3479359730413
Nagavara,3 BHK,2400.0,3.0,252.0,3,10500.0
Budigere,3 BHK,1820.0,3.0,85.2,3,4681.318681318681
Kodbisanhalli,3 BHK,1430.0,3.0,70.0,3,4895.104895104895
Kanakpura Road,2 BHK,700.0,2.0,40.0,2,5714.285714285715
Old Madras Road,2 BHK,1165.0,2.0,40.77,2,3499.570815450644
Bellandur,3 BHK,1685.0,3.0,115.0,3,6824.925816023739
Sarjapur  Road,2 BHK,1314.0,2.0,110.0,2,8371.38508371385
Virudhu Nagar,2 BHK,1130.0,2.0,68.0,2,6017.699115044248
Marathahalli,3 BHK,1550.0,3.0,85.0,3,5483.870967741936
Hoodi,3 BHK,1715.0,2.0,100.0,3,5830.903790087464
Hennur Road,2 BHK,1053.0,2.0,53.0,2,5033.2383665717
Kodbisanhalli,2 BHK,1245.0,1.0,60.0,2,4819.277108433735
Whitefield,4 Bedroom,3940.0,5.0,265.0,4,6725.888324873096
Thanisandra,3 BHK,1241.0,2.0,65.0,3,5237.711522965351
7th Phase JP Nagar,3 BHK,2980.0,4.0,260.0,3,8724.832214765102
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,57.0,2,5229.357798165138
Byrasandra,3 BHK,1390.0,2.0,50.0,3,3597.122302158273
Jakkur Plantation,3 BHK,2750.0,5.0,275.0,3,10000.0
Kanakpura Road,3 BHK,1100.0,2.0,52.97,3,4815.454545454545
Koramangala,2 BHK,1350.0,2.0,103.0,2,7629.62962962963
Sarjapur  Road,3 BHK,1787.0,3.0,116.0,3,6491.326245103525
Haralur Road,4 BHK,3700.0,4.0,325.0,4,8783.783783783783
Sarjapur  Road,3 BHK,1691.0,3.0,93.01,3,5500.295683027794
Akshaya Nagar,3 BHK,1896.0,3.0,102.0,3,5379.7468354430375
Banashankari Stage V,3 BHK,1540.0,3.0,48.51,3,3150.0
Hormavu,3 BHK,1365.0,2.0,65.0,3,4761.9047619047615
Thanisandra,1 BHK,580.0,1.0,27.5,1,4741.379310344828
8th Phase JP Nagar,2 BHK,1513.0,2.0,62.0,2,4097.818902842036
Thanisandra,3 BHK,2087.0,4.0,139.0,3,6660.277910876856
Talaghattapura,3 BHK,2273.0,3.0,145.0,3,6379.234491860977
Thanisandra,3 BHK,2050.0,3.0,150.0,3,7317.073170731707
Thigalarapalya,3 BHK,1830.0,3.0,133.0,3,7267.75956284153
Sarjapur  Road,2 BHK,1028.0,2.0,56.0,2,5447.470817120623
Old Madras Road,2 BHK,1300.0,2.0,100.0,2,7692.307692307692
Whitefield,2 BHK,1160.0,2.0,67.0,2,5775.862068965517
Janatha Colony,2 BHK,1100.0,2.0,57.6,2,5236.363636363636
Vishwanatha Nagenahalli,3 BHK,2159.0,3.0,120.0,3,5558.12876331635
Devanahalli,2 BHK,1230.0,2.0,56.45,2,4589.430894308943
Old Madras Road,5 BHK,5020.0,7.0,287.0,5,5717.131474103586
Dodsworth Layout,2 BHK,1340.0,2.0,71.0,2,5298.507462686567
Banashankari,3 BHK,1750.0,2.0,89.0,3,5085.714285714285
RMV Extension,3 BHK,1675.0,3.0,62.0,3,3701.492537313433
Thanisandra,2 BHK,1340.0,2.0,66.33,2,4950.0
Hulimavu,2 BHK,1276.0,2.0,76.0,2,5956.112852664577
Ramagondanahalli,3 BHK,1738.0,2.0,76.0,3,4372.8423475258915
Electronic City,2 BHK,1128.0,2.0,65.45,2,5802.304964539007
Veersandra,2 BHK,1250.0,2.0,55.0,2,4400.0
ITI Layout,2 BHK,1450.0,2.0,90.0,2,6206.896551724138
Kudlu,2 BHK,1084.0,2.0,53.0,2,4889.29889298893
Hosur Road,2 BHK,1250.0,2.0,65.0,2,5200.0
Begur,3 BHK,1304.0,3.0,65.0,3,4984.662576687117
Rajaji Nagar,3 BHK,1640.0,3.0,268.0,3,16341.463414634147
7th Phase JP Nagar,2 BHK,980.0,2.0,77.44,2,7902.040816326531
Ramanashree Enclave,2 BHK,1275.0,2.0,49.5,2,3882.3529411764707
Anekal,3 Bedroom,2400.0,4.0,95.0,3,3958.3333333333335
Chikku Lakshmaiah Layout,3 BHK,2300.0,3.0,280.0,3,12173.91304347826
Kanakpura Road,3 BHK,1450.0,2.0,70.18,3,4840.000000000001
Electronic City,2 BHK,890.0,2.0,40.0,2,4494.38202247191
Bannerghatta Road,2 BHK,1340.0,2.0,85.0,2,6343.2835820895525
Kengeri,2 BHK,750.0,2.0,40.0,2,5333.333333333333
Akshaya Nagar,2 BHK,1300.0,2.0,66.0,2,5076.923076923077
Kanakpura Road,2 BHK,1299.0,2.0,105.0,2,8083.140877598153
Whitefield,4 Bedroom,1600.0,4.0,300.0,4,18750.0
Kalkere,2 BHK,925.0,2.0,55.0,2,5945.945945945946
Meenakunte,3 Bedroom,3900.0,3.0,250.0,3,6410.25641025641
Hiremath Layout,3 BHK,1715.0,3.0,95.0,3,5539.35860058309
Marathahalli,2 BHK,1144.0,2.0,65.0,2,5681.818181818182
Kanakpura Road,1 BHK,525.0,1.0,26.01,1,4954.285714285715
Suddaguntepalya,3 BHK,1400.0,2.0,56.0,3,4000.0
Balagere,1 BHK,661.0,1.0,33.0,1,4992.435703479577
Yelahanka,3 BHK,1705.0,3.0,91.0,3,5337.243401759531
Kadugodi,3 BHK,1430.0,2.0,55.0,3,3846.153846153846
Marathahalli,2 BHK,1240.0,2.0,55.0,2,4435.4838709677415
Uttarahalli,3 BHK,1330.0,2.0,46.45,3,3492.4812030075186
Shivaji Nagar,3 BHK,1300.0,3.0,170.0,3,13076.923076923076
Kudlu,2 BHK,1300.0,2.0,56.0,2,4307.692307692308
Sarjapur,4 Bedroom,4201.0,4.0,435.0,4,10354.677457748156
Whitefield,2 BHK,1216.0,2.0,66.88,2,5500.0
Jigani,3 BHK,1252.0,3.0,59.0,3,4712.460063897764
Kudlu,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
Mico Layout,2 BHK,1171.0,2.0,39.0,2,3330.486763450043
Whitefield,2 BHK,1180.0,2.0,77.0,2,6525.423728813559
Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,2888.793103448276
Chikkagubbi,4 Bedroom,4382.0,4.0,400.0,4,9128.251939753538
Whitefield,3 BHK,2140.0,3.0,139.0,3,6495.327102803738
Yeshwanthpur,3 BHK,1500.0,3.0,100.0,3,6666.666666666667
Banaswadi,2 BHK,1008.0,2.0,52.0,2,5158.730158730159
Ambedkar Nagar,3 BHK,1921.0,4.0,129.0,3,6715.252472670484
Electronic City,2 BHK,1127.0,2.0,32.0,2,2839.396628216504
Rajaji Nagar,3 BHK,1621.0,3.0,124.0,3,7649.599012954966
Choodasandra,3 BHK,1220.0,3.0,56.0,3,4590.163934426229
JP Nagar,3 BHK,1590.0,2.0,85.0,3,5345.911949685535
Hosakerehalli,3 BHK,1795.0,3.0,64.62,3,3600.0
Sarjapur  Road,4 BHK,4395.0,4.0,242.0,4,5506.257110352673
Electronic City,2 BHK,825.0,2.0,35.0,2,4242.424242424242
Yelahanka,4 BHK,4025.0,6.0,350.0,4,8695.652173913044
Malleshwaram,3 BHK,2475.0,4.0,337.0,3,13616.161616161617
Cambridge Layout,3 BHK,1669.0,3.0,298.0,3,17855.002995805873
Nagappa Reddy Layout,3 BHK,1820.0,3.0,79.5,3,4368.131868131868
Horamavu Agara,3 BHK,1623.0,3.0,89.0,3,5483.672211953173
Electronic City,2 BHK,1200.0,2.0,40.5,2,3375.0
Gottigere,3 BHK,1613.0,3.0,72.0,3,4463.732176069436
Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,80.0,2,6187.161639597834
Hoskote,2 BHK,1065.0,2.0,28.5,2,2676.056338028169
Kudlu Gate,2 BHK,940.0,2.0,69.57,2,7401.063829787233
Sarjapur  Road,3 BHK,1181.0,2.0,65.0,3,5503.81033022862
Malleshwaram,3 BHK,2215.0,3.0,275.0,3,12415.349887133183
Subramanyapura,3 BHK,1260.0,2.0,75.0,3,5952.380952380952
KR Puram,6 Bedroom,1200.0,6.0,132.0,6,11000.0
Whitefield,3 BHK,1530.0,3.0,73.0,3,4771.24183006536
Dodda Nekkundi Extension,3 BHK,1864.0,3.0,115.0,3,6169.527896995708
Sarjapur,3 BHK,1575.0,3.0,55.0,3,3492.063492063492
Raja Rajeshwari Nagar,2 BHK,945.0,2.0,45.0,2,4761.9047619047615
Sarjapur  Road,3 BHK,1691.0,3.0,100.0,3,5913.660555884092
Electronic City Phase II,3 BHK,1220.0,3.0,35.25,3,2889.344262295082
Kengeri,1 BHK,600.0,1.0,35.0,1,5833.333333333333
Whitefield,2 BHK,1160.0,2.0,39.0,2,3362.0689655172414
Vittasandra,3 BHK,1650.0,3.0,85.0,3,5151.515151515152
Abbigere,2 BHK,795.0,1.0,32.6,2,4100.62893081761
Kammagondahalli,2 BHK,1263.0,2.0,51.5,2,4077.593032462391
Hennur,3 BHK,1345.0,2.0,69.0,3,5130.111524163569
Electronic City,3 BHK,1360.0,2.0,58.0,3,4264.705882352941
Kanakpura Road,3 BHK,1843.0,3.0,85.0,3,4612.045577862181
Koramangala,3 BHK,1642.0,2.0,115.0,3,7003.654080389769
Bisuvanahalli,3 BHK,1075.0,2.0,44.0,3,4093.0232558139537
Akshaya Nagar,2 BHK,1225.0,2.0,68.0,2,5551.0204081632655
Jakkur,2 BHK,1290.0,2.0,80.04,2,6204.651162790698
Kaggadasapura,2 BHK,1361.0,2.0,79.0,2,5804.555473916238
1st Phase JP Nagar,2 BHK,1394.0,2.0,85.0,2,6097.5609756097565
Rajaji Nagar,2 BHK,1222.0,2.0,98.0,2,8019.639934533551
Yeshwanthpur,2 BHK,1167.0,2.0,64.08,2,5491.002570694088
Jigani,2 BHK,939.0,2.0,39.0,2,4153.35463258786
Marathahalli,3 BHK,1710.0,3.0,135.0,3,7894.736842105263
Subramanyapura,2 BHK,1000.0,2.0,45.0,2,4500.0
Ramagondanahalli,3 BHK,3350.0,3.0,150.0,3,4477.611940298508
Jalahalli,1 BHK,615.0,1.0,46.0,1,7479.674796747968
Sarjapur  Road,2 BHK,1350.0,2.0,85.0,2,6296.2962962962965
Cunningham Road,3 BHK,2700.0,3.0,501.0,3,18555.555555555555
Hegde Nagar,3 BHK,1718.0,3.0,130.0,3,7566.938300349243
7th Phase JP Nagar,3 BHK,1680.0,3.0,112.0,3,6666.666666666667
Sarjapur  Road,3 BHK,1157.0,2.0,72.0,3,6222.990492653414
Hulimavu,2 BHK,1315.0,2.0,60.48,2,4599.239543726236
Banashankari,3 BHK,1800.0,3.0,175.0,3,9722.222222222223
Jalahalli East,2 BHK,1010.0,2.0,52.0,2,5148.514851485149
Electronic City,1 BHK,630.0,1.0,46.0,1,7301.587301587301
Whitefield,2 BHK,1012.0,2.0,58.0,2,5731.225296442688
Hegde Nagar,3 BHK,1884.0,4.0,118.0,3,6263.2696390658175
Sarjapura - Attibele Road,2 BHK,1090.0,2.0,37.0,2,3394.4954128440368
Amblipura,4 BHK,2950.0,4.0,250.0,4,8474.57627118644
Harlur,3 BHK,1710.0,3.0,85.0,3,4970.7602339181285
Kodichikkanahalli,3 BHK,1310.0,2.0,53.0,3,4045.8015267175574
Hennur Gardens,3 BHK,1464.0,2.0,115.0,3,7855.191256830601
Marsur,3 BHK,715.0,2.0,29.0,3,4055.944055944056
Electronic City Phase II,3 BHK,1625.0,2.0,48.75,3,3000.0
CV Raman Nagar,2 BHK,1040.0,2.0,50.0,2,4807.692307692308
Volagerekallahalli,2 BHK,1205.0,2.0,47.0,2,3900.414937759336
Kalena Agrahara,2 BHK,980.0,2.0,35.0,2,3571.4285714285716
8th Phase JP Nagar,2 BHK,1006.0,2.0,44.0,2,4373.75745526839
Thanisandra,2 BHK,1098.0,2.0,71.0,2,6466.302367941712
Mico Layout,2 BHK,1200.0,2.0,53.5,2,4458.333333333333
Sarjapur  Road,2 BHK,1019.0,2.0,62.0,2,6084.396467124632
Anekal,3 Bedroom,1733.5,3.0,120.0,3,6922.411306605134
Yeshwanthpur Industrial Suburb,2 BHK,1415.0,2.0,120.0,2,8480.565371024735
Chennappa Layout,2 BHK,1050.0,2.0,45.0,2,4285.714285714285
Kanakpura Road,3 BHK,1452.0,3.0,55.6,3,3829.2011019283746
Domlur,2 BHK,1246.0,2.0,95.0,2,7624.398073836276
Yelahanka,3 BHK,1890.0,4.0,85.0,3,4497.354497354498
Electronic City Phase II,2 BHK,972.0,2.0,40.0,2,4115.22633744856
Brookefield,4 Bedroom,1500.0,5.0,160.0,4,10666.666666666666
Electronic City,1 BHK,630.0,1.0,33.7,1,5349.20634920635
Kanakpura Road,3 BHK,1938.0,3.0,92.69,3,4782.765737874097
CV Raman Nagar,2 BHK,1392.0,2.0,95.0,2,6824.712643678161
Haralur Road,2 BHK,1225.0,2.0,77.0,2,6285.714285714285
Green Glen Layout,3 BHK,1750.0,3.0,120.0,3,6857.142857142857
Subramanyapura,3 BHK,1260.0,2.0,80.0,3,6349.206349206349
Sarjapur  Road,1 BHK,691.0,1.0,31.1,1,4500.723589001447
Haralur Road,2 BHK,1285.0,2.0,78.0,2,6070.038910505837
Hebbal,3 BHK,1590.0,3.0,96.0,3,6037.735849056604
9th Phase JP Nagar,3 BHK,1571.0,3.0,65.0,3,4137.492043284532
Hennur,2 BHK,1255.0,2.0,58.0,2,4621.5139442231075
Bannerghatta Road,3 BHK,1520.0,2.0,81.0,3,5328.9473684210525
Gollahalli,2 BHK,1170.0,2.0,45.51,2,3889.74358974359
Ardendale,3 BHK,1777.26,3.0,89.0,3,5007.7084950991975
Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.78,2,4280.890253261704
Yelahanka,3 BHK,1835.0,3.0,108.0,3,5885.558583106267
Haralur Road,2 BHK,1225.0,2.0,67.48,2,5508.571428571428
Balagere,1 BHK,656.0,1.0,34.77,1,5300.304878048782
Sarjapur  Road,2 BHK,994.0,2.0,45.0,2,4527.162977867203
Thirupalya,2 BHK,1025.0,2.0,65.0,2,6341.463414634146
Marathahalli,2 BHK,1156.0,2.0,52.0,2,4498.269896193771
JP Nagar,2 BHK,1250.0,2.0,60.0,2,4800.0
Kundalahalli,4 Bedroom,3092.0,4.0,230.0,4,7438.551099611902
Hegde Nagar,3 BHK,1930.0,4.0,122.0,3,6321.243523316062
New Thippasandra,2 BHK,1020.0,2.0,70.0,2,6862.745098039216
Jalahalli,1 BHK,612.5,1.0,27.565,1,4500.408163265306
Kanakpura Road,2 BHK,1322.0,2.0,70.0,2,5295.00756429652
Lakshminarayana Pura,3 BHK,1720.0,3.0,150.0,3,8720.93023255814
Hosur Road,3 BHK,1689.0,3.0,103.0,3,6098.283007696862
Venugopal Reddy Layout,2 BHK,1155.0,2.0,69.0,2,5974.025974025974
Sarjapur  Road,4 Bedroom,3913.0,5.0,176.0,4,4497.827753641707
Hebbal,3 BHK,3520.0,5.0,320.0,3,9090.90909090909
Yelahanka,3 BHK,1847.0,3.0,92.0,3,4981.050351922036
7th Phase JP Nagar,3 BHK,1515.0,2.0,76.0,3,5016.501650165016
Sarjapur  Road,2 BHK,1130.0,2.0,55.0,2,4867.256637168141
Bellandur,2 BHK,1049.0,2.0,51.0,2,4861.773117254528
Jakkur,2 BHK,1282.0,2.0,72.0,2,5616.224648985959
Kalena Agrahara,2 BHK,800.0,2.0,40.0,2,5000.0
Chandapura,3 BHK,1190.0,2.0,30.35,3,2550.4201680672268
Magadi Road,3 BHK,1318.0,2.0,68.0,3,5159.332321699545
Kanakpura Road,2 BHK,1698.0,2.0,105.0,2,6183.745583038869
Kammasandra,3 BHK,1276.0,2.0,31.9,3,2500.0
Shikaripalya,3 BHK,1555.0,2.0,67.0,3,4308.681672025724
Sarjapur  Road,3 BHK,1881.0,3.0,145.0,3,7708.665603402445
Yelahanka,3 BHK,1890.0,3.0,109.0,3,5767.195767195767
Old Madras Road,2 BHK,935.0,2.0,32.0,2,3422.4598930481284
Cox Town,2 BHK,1000.0,2.0,58.0,2,5800.0
Bellandur,3 BHK,1350.0,2.0,63.0,3,4666.666666666667
Malleshwaram,3 BHK,2215.0,3.0,330.0,3,14898.419864559819
Attibele,2 BHK,996.0,2.0,24.9,2,2500.0
Anjanapura,2 BHK,1076.0,2.0,30.13,2,2800.185873605948
Kasavanhalli,3 BHK,1715.0,3.0,112.0,3,6530.6122448979595
Hebbal,2 BHK,1072.0,2.0,45.0,2,4197.761194029851
Panathur,2 BHK,1230.0,2.0,80.0,2,6504.065040650406
Thanisandra,3 BHK,1411.0,3.0,93.25,3,6608.788093550674
Doddathoguru,3 BHK,1208.0,3.0,45.0,3,3725.1655629139073
Haralur Road,2 BHK,1225.0,2.0,69.84,2,5701.224489795918
Hebbal,2 BHK,1162.0,2.0,69.0,2,5938.037865748709
Thanisandra,3 BHK,1262.0,2.0,65.0,3,5150.5546751188585
Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,2888.793103448276
Whitefield,2 BHK,1340.0,2.0,41.0,2,3059.7014925373132
Sarjapur  Road,3 BHK,2275.0,4.0,182.0,3,8000.0
Hosa Road,2 BHK,1170.0,2.0,65.0,2,5555.555555555556
Sarjapur  Road,2 BHK,980.0,2.0,25.0,2,2551.0204081632655
Banashankari Stage VI,3 BHK,1423.0,2.0,71.73,3,5040.758959943781
Kaggadasapura,2 BHK,1106.0,2.0,40.0,2,3616.6365280289333
Kereguddadahalli,2 BHK,1105.0,2.0,27.6,2,2497.737556561086
Tirumanahalli,2 BHK,1255.0,2.0,56.7,2,4517.92828685259
Babusapalaya,2 BHK,1061.0,2.0,38.95,2,3671.065032987748
Electronic City Phase II,3 BHK,1400.0,2.0,40.45,3,2889.2857142857147
Domlur,3 BHK,2100.0,3.0,145.0,3,6904.761904761905
Electronic City,2 BHK,660.0,1.0,16.5,2,2500.0
ITPL,2 BHK,907.0,2.0,55.43,2,6111.35611907387
Hennur Road,3 BHK,2047.0,3.0,67.55,3,3299.9511480214946
Hennur Road,3 BHK,1904.0,3.0,129.0,3,6775.210084033613
Balagere,2 BHK,1205.0,2.0,73.87,2,6130.290456431535
Yeshwanthpur,2 BHK,1164.0,2.0,64.08,2,5505.154639175258
Mahaganapathy Nagar,2 BHK,1410.0,2.0,73.0,2,5177.304964539007
Green View Layout,2 BHK,1150.0,2.0,42.0,2,3652.1739130434785
Udayapur Village,2 BHK,1170.0,2.0,53.11,2,4539.316239316239
NRI Layout,3 BHK,1789.0,3.0,75.0,3,4192.286193404137
Hulimavu,2 BHK,1021.0,2.0,76.0,2,7443.682664054848
Kalena Agrahara,2 BHK,1222.0,2.0,48.0,2,3927.986906710311
Hennur Road,3 BHK,1981.0,3.0,134.0,3,6764.260474507824
Adugodi,2 BHK,1201.0,2.0,65.0,2,5412.156536219817
Sarjapur  Road,2 BHK,970.0,2.0,36.0,2,3711.340206185567
Sarjapur,2 BHK,920.0,2.0,33.0,2,3586.9565217391305
Yeshwanthpur,3 BHK,1520.0,3.0,85.0,3,5592.105263157895
Sonnenahalli,3 BHK,1268.0,2.0,75.0,3,5914.826498422713
Harlur,3 BHK,1755.0,3.0,115.0,3,6552.706552706552
Hoskote,2 BHK,945.0,2.0,35.0,2,3703.703703703704
8th Phase JP Nagar,1 BHK,500.0,1.0,33.0,1,6600.0
Harlur,4 BHK,2820.0,4.0,153.5,4,5443.262411347518
Bommenahalli,4 Bedroom,1632.0,3.0,140.0,4,8578.43137254902
Domlur,2 BHK,1276.0,2.0,80.0,2,6269.592476489028
Thanisandra,2 BHK,1234.0,2.0,51.0,2,4132.90113452188
Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2,6355.932203389831
ISRO Layout,3 BHK,1370.0,2.0,87.0,3,6350.36496350365
Ramagondanahalli,2 BHK,1251.0,2.0,46.0,2,3677.0583533173462
Sarjapur  Road,2 BHK,1346.0,2.0,67.38,2,5005.94353640416
Electronic City Phase II,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
Kanakapura,3 BHK,1290.0,2.0,51.1,3,3961.2403100775196
Sarjapur  Road,3 BHK,1881.0,3.0,145.0,3,7708.665603402445
Dairy Circle,3 BHK,2735.0,4.0,340.0,3,12431.44424131627
Ramamurthy Nagar,2 BHK,1050.0,2.0,51.66,2,4920.0
Hoodi,3 BHK,1660.0,3.0,131.0,3,7891.566265060241
CV Raman Nagar,1 BHK,705.0,2.0,50.0,1,7092.198581560284
Anandapura,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Talaghattapura,3 BHK,1804.0,3.0,127.0,3,7039.911308203991
Sidedahalli,2 BHK,750.0,2.0,20.0,2,2666.6666666666665
Electronic City,3 BHK,1287.0,3.0,55.0,3,4273.504273504273
Thigalarapalya,3 BHK,2215.0,4.0,157.0,3,7088.03611738149
Sarjapur  Road,2 BHK,1045.0,2.0,42.15,2,4033.492822966507
Whitefield,3 BHK,1431.0,3.0,85.0,3,5939.902166317261
Lavakusha Nagar,3 BHK,1535.0,3.0,72.0,3,4690.553745928339
Marathahalli,4 BHK,2524.0,5.0,180.0,4,7131.537242472266
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,5307.692307692308
Yelahanka New Town,1 BHK,284.0,1.0,8.0,1,2816.9014084507044
Nallurhalli,2 BHK,1265.0,2.0,68.0,2,5375.494071146245
1st Phase JP Nagar,3 BHK,2077.0,3.0,175.0,3,8425.613866153106
Sarjapur  Road,4 Bedroom,2880.0,3.0,211.0,4,7326.388888888889
Dasanapura,2 BHK,708.0,2.0,31.15,2,4399.717514124294
Kanakpura Road,1 BHK,458.0,1.0,33.66,1,7349.344978165938
Amruthahalli,3 BHK,1450.0,2.0,90.0,3,6206.896551724138
Kasavanhalli,2 BHK,1100.0,2.0,65.0,2,5909.090909090909
